rnum,bizId,polyBizSecd,polyBizTy,polyBizSjnm,polyItcnCn,sporCn,sporScvl,bizPrdCn,prdRpttSecd,rqutPrdCn,ageInfo,majrRqisCn,empmSttsCn,splzRlmRqisCn,accrRqisCn,prcpCn,aditRscn,prcpLmttTrgtCn,rqutProcCn,pstnPaprCn,jdgnPresCn,rqutUrla,rfcSiteUrla1,rfcSiteUrla2,mngtMson,mngtMrofCherCn,cherCtpcCn,cnsgNmor,tintCherCn,tintCherCtpcCn,etct,polyRlmCd
368,R2024060423704,003002008022,지자체,청년 부동산 중개수수료 및 이사비 지원사업(안성시),안성시 청년부동산 중개 수수료 및 이사비 지원,■ 중개수수료 및 이사비 포함하여 1인당 최대 50만원 한도내 실비지원(2년동안 1회),null,null,002004,"2024-06-01~2024-12-31
2024.6.1~ 예산소진시까지",만 19세 ~ 39세,-,-,-,-,"■ 2024년 6월 1일 이후 안성시로 전입 또는 안성시 내에서 이사 후 전입신고 완료한 청년가구(주민등록등본상 동거인(배우자, 형제,자매 등)이 있는 경우도 지원가능)
  -19세~39세(1984.1.2~2005.12.31.) 단, 신청일 기준 민법상 성년이어야 함
  -세대주  및 임대차계약서 기준 임차인은 신청자 청년 본인이어야 함
  -(소득기준) 가구당 기준 중위소득 170% 이하
  -(재산기준) 신청자 청년 본인 무주택자
  -(주택기준) 2024년 6월 1일 이후 거래금액 2억원 이하(매매, 전월세)

*자세한 자격기준은 참고사이트 등의 공고문 확인 필수",null,null,■ 온라인 신청(잡아바 어플라이),■ 참고사이트 및 공고문 확인,null,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=3371,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=3371,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4866&pager.offset=0&pagerLimit=8&srArea=anseong,경기도 안성시,null,null,경기도 안성시,null,null,■ 문의: 안성시청 사회복지과(031-678-6858),023020
369,R2024060423723,003002012,지자체,2024년 영세소상공인 카드수수료 지원사업,소상공인 보호 및 지원에 관한 법률 제9조(소상공인의 경영안정 등 지원) 및 익산시 소상공인 지원 조례 제4조(경영안정 지원)에 따라 관내 소상공인의 경영부담 완화를 위한 「2024년 영세소상공인 카드수수료 지원사업」,"전년도(2023년) 카드수수료 전액 지원(카드매출액의 0.5%, 최대 150만원)",-,-,002004,"2024-04-29~2024-11-01
2024. 4. 29. ~ 2024. 11. 1. (예산 소진시까지)",제한없음,-,전년도(2023년) 매출액 3억원 이하 소상공인,-,-,전년도(2023년) 매출액 3억원 이하 소상공인,-,"□ 부가가치세 과세표준증명상 총매출액 또는 카드매출액 3억원 초과 시
□ 전년도 매출액 미신고자(국세청 매출신고 후 신청가능)
□ 공고일 이전 폐업했거나 타 시·도로 이전한 사업체
□ 택시업종 (별도 수수료 지원사업 존재)
□ 대규모점포 내 수수료매장 (카드매출액이 해당 사업체 명의로 부과되는 경우에 한해 지원가능)
□ 유흥·사행성 업종, 변호사, 회계사, 병원, 약국 등 전문직종, 금융·보험 관련 업종 등","□ 지원신청(소상공인→시 홈페이지(온라인 신청))
□ 접수(신청내역 검토)
□ 매출자료 확인(익산시→익산세무서(매출자료 회신 후 지원금액 확정))
□ 지원금 지급(익산시→소상공인)",없음 (온라인 신청양식 제출로 갈음),-,https://form.naver.com/response/O5HPDb_wCi3I05EAz5d2bg,-,-,익산시청,-,"063-859-5218, 7533, 7534",익산시청,-,"063-859-5218, 7533, 7534",-,023040
370,R2024060323666,003001016,중앙부처,보호종료아동 자립수당,"아동복지시설, 가정위탁 보호종료아동에게 매월 50만원의 자립수당을 지급하여 보호종료 후 경제적 부담을 완화하고 안정적인 사회 정착 및 복지 향상 지원",○ 아동복지시설 및 가정위탁 보호종료아동 자립수당 지급(1인당 매월 50만원),null,null,002001,"
상시",제한없음,제한없음,제한없음,보호종료아동,제한없음,"아동복지시설, 가정위탁 보호종료 5년 이내 아동 중 다음 사항에 모두 해당하는 경우
- 만18세 이후 만기 또는 연장 보호 종료된 자(단,'18.8월 이후 보호종료된 자)
- 보호종료일 기준으로, 과거 2년 이상 연속하여 보호를 받은 자","아동복지시설, 가정위탁의 보호종료 5년 이내 아동만 참여가능",null,"○ 방문 신청
- 주민센터 : 관할 주민센터 문의 및 방문 신청","1. 보호종료아동 자립수당 지급 신청서 1부.
2. 신분증 및 통장사본 1부.
3. 사이버 강의 이수증 1부.(서민금융진흥원 금융교육포털에서 ""보호종료아동 자립교육"" 강의 이수 후 이수증 출력)",관할 시군구청에서 조사 및 가격을 심사,null,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/391000000113,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001175,보건복지부 아동권리과,null,044-202-3444,읍면동 주민센터,null,null,문의처:보건복지상담센터 (129),023020
371,R2024060323665,003001016,중앙부처,(건강보험) 임의계속가입제도,실업자에 대한 경제적 부담을 완화하고자 임의계속가입자 보험료가 지역보험료 보다 적은 경우 임의계속보험료로 납부할 수 있도록 하는 제도,"- 임의계속가입자 보험료 = [보수월액보험료가 산정된 최근 12개월간의 보수월액을 평균한 금액×연도별 직장가입자 보험료율×50퍼센트(경감)]+소득월액보험료
- 36개월 동안은 지역보험료 대신 임의계속가입자 보험료 납부
- 직장가입자와 동일하게 피부양자 등재 가능",-,null,002001,"
*지역가입자가 된 이후 최초로 고지 받은 지역보험료의 납부기한에서 2개월이 지나기 이전까지(2013.05.22.부터 개정시행)",제한없음,제한없음,제한없음,제한없음,제한없음,"- 사용관계가 끝난 사람(퇴사자) 중 직장가입자로서의 자격을 유지한 기간이 보건복지부령으로 정하는 기간 동안 통산 1년 이상인 사람 (법 제110조) (2018.07.01.부터 개정시행)
- 퇴직 이전 18개월 기간 동안 직장가입자로서의 자격을 유지한 기간이 통산 1년 이상인 사람으로, 종전의 직장가입자보험료(보수월액보험료+소득월액보험료)를 납부하고자 공단에 신청한 자","- 국민건강보험법 제110조 제1항에 의거 임의계속가입 자격은 지역가입자가 된 후 최초로 고지받은 지역보험료 납부기한에서 2개월이 지나기 이전까지 신청하여야 하고, 
제2항에 의거 임의계속을 신청한 자가 최초로 고지한 임의계속 보험료를 그 납부기한부터 2개월이 지난 날까지 납부하지 않을 경우 임의계속 가입자 자격이 상실되며 지역가입자로 변동
- 임의계속 세대의 소득 및 재산변동 등으로 임의계속가입자로서의 자격을 더 이상 유지하지 않으려는 사람은 임의계속탈퇴 신청서를 작성하여 공단에 제출하여야 하며, 해당 임의계속가입자는 임의계속탈퇴 신청서가 공단에 접수된 날의 다음 날로 그 자격이 상실됨",null,"- 가까운 건강보험공단 지사에 방문하여 임의계속가입 신청
- 부득이한 사유로 방문이 곤란할 경우 FAX, 우편, 유선 등으로 신청 (신청서 양식은 참고사이트1 참조)",null,null,가까운 건강보험공단 지사에 방문하여 임의계속가입 신청,https://www.nhis.or.kr/nhis/policy/wbhada05100m01.do,https://www.nhis.or.kr/nhis/index.do,보건복지부,-,-,국민건강보험공단,null,null,"거주지 근처 지사찾기:
https://www.nhis.or.kr/nhis/about/retrieveBranchList.do",023020
372,R2024060323664,003002008019,지자체,우리동네 청년공간(용인시),"지역적 한계로 용인청년LAB 이용이 어려운 청년들에게 지역 내 카페를 활용하여 자기개발, 취업준비, 동아리 활동 등을 할 수 있는 공간을 지원","❍ 지원내용
  - 공간이용료 50,000원
  ※ 1인당 최대 10회(1회당 5,000원 총 50,000원 지원)
  - 카페를 활용한 문화 향유 프로그램 및 토크콘서트 개최
  -관내 카페 17개소",400명,null,002004,"2024-06-03~2024-06-09
❍ 접수기간 : 2024. 6. 3.(월) ~ 2024. 6. 9.(일)",만 18세 ~ 39세,-,-,-,-,❍ 용인시에 주민등록을 둔 18~39세 청년 400명,null,null,❍ 접수방법 : 온라인 접수(www.yylab.kr)  (※용인 청년랩 홈페이지 내 우리동네 청년공간 신청바로가기 클릭 후 구글폼 제출),"① 주민등록 초본(공고일 이후 발급분만 유효함)
② 참가신청서
③ 개인정보 동의서","❍ 심사방법 : 참여동기, 활동계획 성실성 평가(자체 서류심사)
❍ 선정통보 : 2024. 6. 21. 이후 개별문자 통보",null,https://www.jobaba.net/sprtPlcy/info/view2020.do?seq=13170,https://www.yylab.kr/home/youthSpace/youthSpace_4.jsp,경기도 용인시,null,null,경기도 용인시,null,null,❍문의: 용인시 청년담당관 청년복지팀(☎031-324-2793),023040
373,R2024060323654,003002017001,지자체,세종형 쉐어하우스 청년임대주택 보급,주거 여건이 취약한 청년에게 시중 시세보다 30~50% 저렴한 임대주택을 공급 및 운영하여 청년 주거복지 향상,"주거여건이 취약한 청년에게 시 시세보다 30~50% 저렴한 임대 주택을 공급 및 운영하여 청년 주거 복지 향상• 임대차 계약기간은 2년으로, 관계법령에 따른 재계약 요건 충족 시 4회에 한해 재계약이 가능합니다.(입주자격 유지 시 최장 10년 거주)* 입주 후 혼인한 경우 재계약 횟수 5회 연장 가능(총 10회, 최장 20년)","세종형 쉐어하우스(신안1, 신안2, 금암) 중 한 곳만 선택하여 신청
(신안1) 세종특별자치시 조치원읍 돌간1길 3
(신안2) 세종특별자치시 조치원읍 돌간길 45
(금암) 세종특별자치시 장군면 198-14",입주 순위 발표 2024. 8. 30.(금),002004,"2024-06-03~2024-06-28
2024.6.3.(월)~6.28.(금)",만 19세 ~ 39세,-,-,-,-,"■ 입주자 모집공고일 현재 무주택자인 미혼 청년으로서 소득 및 자산 기준을 충족하는,
① 대학생(입학·복학 예정자 포함)
② 취업준비생(고등학교·대학교 등을 졸업·중퇴 후 2년 이내인 사람으로서 미취업자)
③ 19세 이상 39세 이하인 사람
 * 외국인은 신청 불가하며, 재외국민 거주자(재외국민 주민등록신고자)에 한하여 신청 가능
 * 부모가 주택을 소유한 경우에도 신청 가능",-,-,-,"- 공통 제출서류: 주민등록표등본, 가족관계증명서, 개인정보동의서
- 추가 제출서류: 공고문 참고",-,-,https://www.sjhome.or.kr/bbs/board.php?bo_table=recruit&wr_id=54,-,세종특별자치시,주택과 주거복지팀,044-300-5914,-,-,044-300-5914,-,023020
374,R2024060323653,003001018,중앙부처,청소년부모 아동양육비 지원 사업,청소년부모 가구의 자녀에 아동양육비 지원을 통해 청소년부모의 자녀양육 부담을 경감하고 청소년부모 자신의 성장과 가정의 안정을 도모,청소년부모 가구 자녀 1인당 아동양육비 월 25만원씩 지원,-,null,002001,"
상시운영",만 0세 ~ 24세,제한없음,제한없음,저소득층,제한없음,"소득인정액이 기준 중위소득 63% 이하 청소년부모* 가구의 자녀
* 부와 모 모두 24세 이하",-,-,"초기상담 및 서비스 신청              →  대상자 통합조사 및 확정  →  아동양육비 지원
(읍·면·동 행정복지센터/주민센터)        (시/군/구청)                      (대상자)","청소년부모 아동양육비 지원 신청서
소득 확인서류(소득금액증명 또는 사실증명)
거주 확인서류(주민등록등본 등)
가족관계 확인서류 : 가족관계증명서(혼인관계증명서)
- 필요한 경우 사실혼관계증명서와 기타 증빙서류
수급계좌 통장 사본
이 외 읍·면·동 행정복지센터/주민센터에서 요청하는 서류","주민등록 소재지 관할 읍·면·동 행정복지센터/주민센터 방문 신청 → 시·군·구청에서 지원 여부 결정 및 지원
*신청서식, 구비서류 등 자세한 사항은 읍·면·동 행정복지센터/주민센터에 문의",-,https://www.mogef.go.kr/sp/fam/sp_fam_f016.do,null,여성가족부,가족지원과,02-2100-6354,주관기관 동일,null,null,"해당 읍·면·동 행정복지센터/주민센터, 한부모가족 상담전화(1644-6621,내선2)",023020
375,R2024060323624,003002001,지자체,청소년부모 아동양육비 지원,미래를 준비해야 하는 청소년기에 임신ㆍ출산ㆍ양육을 경험하면서 자녀 양육ㆍ학업 부담ㆍ취업 준비 등으로 생활이 어려운 청소년부모 가정의 자녀 양육 부담을 덜기 위해 아동 양육비 지원사업,청소년부모 가구 자녀 1명당 아동양육비 월20~45만원씩 지원,-,2024. 1.~2024. 12.,002001,"
2024. 1.~2024. 12.(최대 12개월간, 신청 월부터 지급)",만 0세 ~ 24세,제한없음,제한없음,저소득층,제한없음,"기준 중위소득 90% 이하 청소년부모(부모 모두 만 24세 이하, 99. 1. 1.이후 출생자) 가구 자녀",-,-,주민등록상 청소년부모 가구 아동의 주소지 관할 동주민센터 방문 접수,"지원 신청서, 소득판별서류, 가족관계관련서류, 거주확인관련서류, 수급계좌 통장 사본 등",-,-,https://news.seoul.go.kr/welfare/archives/549187,null,서울특별시,"여성가족정책실
가족다문화담당관",02-2133-8696,주관기관 동일,-,-,"관할 동주민센터 또는 가족상담전화(☎1644-6621, 내선2번)",023020
376,R2024060323651,003001018,중앙부처,청소년자립지원관,가출 등 위기청소년을 조기에 발굴하고 보호하여 자립할 수 있도록 지원,"시설(쉼터, 회복지원시설) 퇴소 후에도 자립기반 여건이 마련되지 않는 청소년에게 주거안정에 기반한 자립지원 서비스 제공",-,null,002001,"
상시진행",만 19세 ~ 24세,제한없음,제한없음,제한없음,제한없음,시설 퇴소 후기청소년(만 19세~24세 이하),-,null,null,null,null,https://www.kyci.or.kr/userSite/Local_recovery/list.asp?basicNum=1,http://www.mogef.go.kr/sp/yth/sp_yth_f014.do,null,여성가족부 청소년자립지원과,-,-,각 지역 청소년자립지원관,-,-,null,023020
377,R2024060323650,003002012,지자체,2024 전북특별자치도 예술인특례보증 지원사업,"(재)전북특별자치도문화관광재단에서는 “도내 예술인 특례보증지원”을 통해 도내 예술인의 금융안전망 구축하고, 창착 활동의 활성화를 돕고자 저금리 대출 및 이자차액 보전을 지원",이자금액 중 연 1.5% 이차보전 지원,-,-,002001,"
2024-04-22(월) ~ 상시접수",제한없음,-,-,-,-,도내 예술인,-,도내 예술인,이메일 jbart2024@hanmail.net 제출 또는 방문 접수,2024 예술인특례보증지원사업 지원신청서,-,http://www.jbct.or.kr,-,-,전북특별자치도문화관광재단,-,063-230-7430,전북특별자치도문화관광재단,-,063-230-7430,-,023040
378,R2024060323649,003001018,중앙부처,청소년한부모 아동양육 및  자립지원,"만 24세 이하 청소년 한부모에게 아동양육비, 검정고시학습비, 자립촉진수당 등을 지원하여 조기 자립할 수 있도록 지원","- 아동양육비 등 복지급여 지급(기준 중위소득 65퍼센트 이하)
아동양육비 - 월 35만원 또는 월 40만원*
검정고시 등 학습지원 - 가구당 연 154만원 이내
자립촉진수당 - 가구당 월 10만원
* 생계급여 지원 한부모가족도 동일하게 지원, 0~1세 자녀 양육일 경우 월 40만원 지원",-,null,002001,"
상시신청",만 0세 ~ 24세,제한없음,제한없음,저소득층,제한없음,- 부 또는 모가 24세 이하이면서 아동을 양육하는 기준 중위소득 65% 이하인 청소년한부모 가구,-,"아동양육비
- 아동복지법에 의한 가정위탁양육보조금을 받는 경우
아동교육지원비(학용품비)
- 국민기초생활보장법에 의한 교육급여
- 장애인복지법에 의한 교육비 지원
- 긴급복지지원법에 의한 교육지원
생활보조금
- 국민기초생활보장법에 의한 생계급여를 지원받는 경우
- 긴급복지지원법에 의한 생계지원을 받는 경우
- 아동복지법에 의한 가정위탁양육보조금을 받는 경우","○ 읍면동 주민센터에 방문하거나 온라인으로 신청

○ 신청 절차
- 소득재산조사(시군구)
- 보장 결정통지(시군구)
- 급여 지급(시군구)
- 소득재산 등 변동 관리 및 확인조사(시군구)
- 보장 및 급여중지(시군구)
- 한부모가족(급여 수혜)",-,-,-,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/WII000001550,null,여성가족부 가족지원과,null,null,자치단체,null,null,한부모상담전화 (☎1644-6621),023020
